LAMMPS data file

2000 atoms
5 atom types

0.0 34 xlo xhi
0.0 34 ylo yhi
0.0 34 zlo zhi

Masses

1 26.982
2 24.305
3 180.95
4 183.84
5 0

Atoms

1 3 0 0 0
2 3 0 0 3.4
3 3 0 0 6.8
4 3 0 0 10.2
5 3 0 0 13.6
6 3 0 0 17
7 3 0 0 20.4
8 3 0 0 23.8
9 3 0 0 27.2
10 3 0 0 30.6
11 3 0 3.4 0
12 3 0 3.4 3.4
13 3 0 3.4 6.8
14 3 0 3.4 10.2
15 3 0 3.4 13.6
16 3 0 3.4 17
17 3 0 3.4 20.4
18 3 0 3.4 23.8
19 3 0 3.4 27.2
20 3 0 3.4 30.6
21 3 0 6.8 0
22 3 0 6.8 3.4
23 3 0 6.8 6.8
24 3 0 6.8 10.2
25 3 0 6.8 13.6
26 3 0 6.8 17
27 3 0 6.8 20.4
28 3 0 6.8 23.8
29 3 0 6.8 27.2
30 3 0 6.8 30.6
31 3 0 10.2 0
32 3 0 10.2 3.4
33 3 0 10.2 6.8
34 3 0 10.2 10.2
35 3 0 10.2 13.6
36 3 0 10.2 17
37 3 0 10.2 20.4
38 3 0 10.2 23.8
39 3 0 10.2 27.2
40 3 0 10.2 30.6
41 3 0 13.6 0
42 3 0 13.6 3.4
43 3 0 13.6 6.8
44 3 0 13.6 10.2
45 3 0 13.6 13.6
46 3 0 13.6 17
47 3 0 13.6 20.4
48 3 0 13.6 23.8
49 3 0 13.6 27.2
50 3 0 13.6 30.6
51 3 0 17 0
52 3 0 17 3.4
53 3 0 17 6.8
54 3 0 17 10.2
55 3 0 17 13.6
56 3 0 17 17
57 3 0 17 20.4
58 3 0 17 23.8
59 3 0 17 27.2
60 3 0 17 30.6
61 3 0 20.4 0
62 3 0 20.4 3.4
63 3 0 20.4 6.8
64 3 0 20.4 10.2
65 3 0 20.4 13.6
66 3 0 20.4 17
67 3 0 20.4 20.4
68 3 0 20.4 23.8
69 3 0 20.4 27.2
70 3 0 20.4 30.6
71 3 0 23.8 0
72 3 0 23.8 3.4
73 3 0 23.8 6.8
74 3 0 23.8 10.2
75 3 0 23.8 13.6
76 3 0 23.8 17
77 3 0 23.8 20.4
78 3 0 23.8 23.8
79 3 0 23.8 27.2
80 3 0 23.8 30.6
81 3 0 27.2 0
82 3 0 27.2 3.4
83 3 0 27.2 6.8
84 3 0 27.2 10.2
85 3 0 27.2 13.6
86 3 0 27.2 17
87 3 0 27.2 20.4
88 3 0 27.2 23.8
89 3 0 27.2 27.2
90 3 0 27.2 30.6
91 3 0 30.6 0
92 3 0 30.6 3.4
93 3 0 30.6 6.8
94 3 0 30.6 10.2
95 3 0 30.6 13.6
96 3 0 30.6 17
97 3 0 30.6 20.4
98 3 0 30.6 23.8
99 3 0 30.6 27.2
100 3 0 30.6 30.6
101 3 1.7 1.7 1.7
102 3 1.7 1.7 5.1
103 3 1.7 1.7 8.5
104 3 1.7 1.7 11.9
105 3 1.7 1.7 15.3
106 3 1.7 1.7 18.7
107 3 1.7 1.7 22.1
108 3 1.7 1.7 25.5
109 3 1.7 1.7 28.9
110 3 1.7 1.7 32.3
111 3 1.7 5.1 1.7
112 3 1.7 5.1 5.1
113 3 1.7 5.1 8.5
114 3 1.7 5.1 11.9
115 3 1.7 5.1 15.3
116 3 1.7 5.1 18.7
117 3 1.7 5.1 22.1
118 3 1.7 5.1 25.5
119 3 1.7 5.1 28.9
120 3 1.7 5.1 32.3
121 3 1.7 8.5 1.7
122 3 1.7 8.5 5.1
123 3 1.7 8.5 8.5
124 3 1.7 8.5 11.9
125 3 1.7 8.5 15.3
126 3 1.7 8.5 18.7
127 3 1.7 8.5 22.1
128 3 1.7 8.5 25.5
129 3 1.7 8.5 28.9
130 3 1.7 8.5 32.3
131 3 1.7 11.9 1.7
132 3 1.7 11.9 5.1
133 3 1.7 11.9 8.5
134 3 1.7 11.9 11.9
135 3 1.7 11.9 15.3
136 3 1.7 11.9 18.7
137 3 1.7 11.9 22.1
138 3 1.7 11.9 25.5
139 3 1.7 11.9 28.9
140 3 1.7 11.9 32.3
141 3 1.7 15.3 1.7
142 3 1.7 15.3 5.1
143 3 1.7 15.3 8.5
144 3 1.7 15.3 11.9
145 3 1.7 15.3 15.3
146 3 1.7 15.3 18.7
147 3 1.7 15.3 22.1
148 3 1.7 15.3 25.5
149 3 1.7 15.3 28.9
150 3 1.7 15.3 32.3
151 3 1.7 18.7 1.7
152 3 1.7 18.7 5.1
153 3 1.7 18.7 8.5
154 3 1.7 18.7 11.9
155 3 1.7 18.7 15.3
156 3 1.7 18.7 18.7
157 3 1.7 18.7 22.1
158 3 1.7 18.7 25.5
159 3 1.7 18.7 28.9
160 3 1.7 18.7 32.3
161 3 1.7 22.1 1.7
162 3 1.7 22.1 5.1
163 3 1.7 22.1 8.5
164 3 1.7 22.1 11.9
165 3 1.7 22.1 15.3
166 3 1.7 22.1 18.7
167 3 1.7 22.1 22.1
168 3 1.7 22.1 25.5
169 3 1.7 22.1 28.9
170 3 1.7 22.1 32.3
171 3 1.7 25.5 1.7
172 3 1.7 25.5 5.1
173 3 1.7 25.5 8.5
174 3 1.7 25.5 11.9
175 3 1.7 25.5 15.3
176 3 1.7 25.5 18.7
177 3 1.7 25.5 22.1
178 3 1.7 25.5 25.5
179 3 1.7 25.5 28.9
180 3 1.7 25.5 32.3
181 3 1.7 28.9 1.7
182 3 1.7 28.9 5.1
183 3 1.7 28.9 8.5
184 3 1.7 28.9 11.9
185 3 1.7 28.9 15.3
186 3 1.7 28.9 18.7
187 3 1.7 28.9 22.1
188 3 1.7 28.9 25.5
189 3 1.7 28.9 28.9
190 3 1.7 28.9 32.3
191 3 1.7 32.3 1.7
192 3 1.7 32.3 5.1
193 3 1.7 32.3 8.5
194 3 1.7 32.3 11.9
195 3 1.7 32.3 15.3
196 3 1.7 32.3 18.7
197 3 1.7 32.3 22.1
198 3 1.7 32.3 25.5
199 3 1.7 32.3 28.9
200 3 1.7 32.3 32.3
201 3 3.4 0 0
202 3 3.4 0 3.4
203 3 3.4 0 6.8
204 3 3.4 0 10.2
205 3 3.4 0 13.6
206 3 3.4 0 17
207 3 3.4 0 20.4
208 3 3.4 0 23.8
209 3 3.4 0 27.2
210 3 3.4 0 30.6
211 3 3.4 3.4 0
212 3 3.4 3.4 3.4
213 3 3.4 3.4 6.8
214 3 3.4 3.4 10.2
215 3 3.4 3.4 13.6
216 3 3.4 3.4 17
217 3 3.4 3.4 20.4
218 3 3.4 3.4 23.8
219 3 3.4 3.4 27.2
220 3 3.4 3.4 30.6
221 3 3.4 6.8 0
222 3 3.4 6.8 3.4
223 3 3.4 6.8 6.8
224 3 3.4 6.8 10.2
225 3 3.4 6.8 13.6
226 3 3.4 6.8 17
227 3 3.4 6.8 20.4
228 3 3.4 6.8 23.8
229 3 3.4 6.8 27.2
230 3 3.4 6.8 30.6
231 3 3.4 10.2 0
232 3 3.4 10.2 3.4
233 3 3.4 10.2 6.8
234 3 3.4 10.2 10.2
235 3 3.4 10.2 13.6
236 3 3.4 10.2 17
237 3 3.4 10.2 20.4
238 3 3.4 10.2 23.8
239 3 3.4 10.2 27.2
240 3 3.4 10.2 30.6
241 3 3.4 13.6 0
242 3 3.4 13.6 3.4
243 3 3.4 13.6 6.8
244 3 3.4 13.6 10.2
245 3 3.4 13.6 13.6
